title,type,genres,releaseYear,imdbAverageRating,imdbNumVotes,availableCountries
2 Fast 2 Furious,movie,"Action, Crime, Thriller",2003.0,5.9,305923.0,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GF, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TD, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW"
Big Fish,movie,"Adventure, Drama, Fantasy",2003.0,8.0,466208.0,JP
The Da Vinci Code,movie,"Mystery, Thriller",2006.0,6.6,468301.0,"AD, AL, AT, BA, BG, CA, CH, CZ, DE, DK, DZ, EE, FI, FR, GF, HR, HU, IN, IS, JP, KR, LI, LT, LU, LV, MA, MC, ME, MK, MT, MU, NO, PF, PK, PL, RO, RS, SE, SI, SK, TN, TR"
The Conversation,movie,"Drama, Mystery, Thriller",1974.0,7.7,126927.0,"AG, AR, BB, BO, BZ, CL, CO, CR, DO, EC, GT, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
The Terminal,movie,"Comedy, Drama, Romance",2004.0,7.4,508366.0,"MK, SI"
Titanic,movie,"Drama, Romance",1997.0,7.9,1321673.0,"AD, AE, AG, AL, AO, AR, AT, AU, BA, BB, BE, BG, BH, BO, BS, BZ, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IQ, IS, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, ME, MG, MK, ML, MT, MU, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TD, TH, TN, TR, TT, TW, TZ, UG, UY, VE, YE, ZA, ZM, ZW"
City of God,movie,"Crime, Drama",2002.0,8.6,825696.0,BR
E.T. the Extra-Terrestrial,movie,"Adventure, Family, Sci-Fi",1982.0,7.9,449151.0,CA
The Matrix,movie,"Action, Sci-Fi",1999.0,8.7,2122103.0,"AD, BA, BG, CA, CH, CZ, DK, ES, FI, GB, GG, HR, HU, IE, IT, MD, ME, MK, NO, PL, PT, RO, RS, SE, SI, SK, SM"
The Matrix Reloaded,movie,"Action, Sci-Fi",2003.0,7.2,645559.0,"AD, DK, ES, FI, GB, GG, IE, NO, PT, SE"
The Matrix Revolutions,movie,"Action, Sci-Fi",2003.0,6.7,555854.0,"AD, DK, ES, FI, GB, GG, IE, NO, PT, SE"
Out of Africa,movie,"Biography, Drama, Romance",1985.0,7.1,88419.0,US
Men in Black,movie,"Action, Adventure, Comedy",1997.0,7.3,630437.0,"AD, AE, AU, BE, BH, CH, DK, DZ, EE, EG, FI, FJ, FR, GF, HK, ID, IL, IN, IQ, IS, JO, JP, KW, LB, LT, LU, LV, LY, MA, MC, MU, MY, NL, NO, NZ, OM, PF, PH, PK, PS, PT, QA, SA, SE, SG, TH, TN, TW, YE"
Men in Black II,movie,"Action, Adventure, Comedy",2002.0,6.2,414116.0,"AD, AE, AU, BE, BH, DK, DZ, EG, FI, FJ, FR, GF, HK, ID, IQ, JO, JP, KW, LB, LU, LY, MA, MC, MU, MY, NL, NO, NZ, OM, PF, PH, PS, PT, QA, SA, SE, SG, TH, TN, TW, YE"
Munich,movie,"Drama, History, Thriller",2005.0,7.5,244958.0,AU
Wild Strawberries,movie,"Drama, Romance",1957.0,8.1,118654.0,"DK, FI, NO, SE"
Wild Things,movie,"Crime, Drama, Mystery",1998.0,6.6,134664.0,"AD, AZ, BY, ES, IN, MD, PK, PT, TR, UA"
The Bodyguard,movie,"Drama, Music, Romance",1992.0,6.4,152038.0,"AD, CH, ES, IT, JP, PT, SM"
Ghostbusters,movie,"Action, Comedy, Fantasy",1984.0,7.8,465366.0,"DZ, GB, GG, GI, IE"
The Ninth Gate,movie,"Mystery, Thriller",1999.0,6.7,202406.0,"AE, AL, AT, AU, AZ, BG, BH, BY, CZ, DE, EE, EG, FJ, GR, HR, HU, IQ, IT, JO, KW, LB, LI, LT, LU, LV, LY, MC, MD, ME, MK, MT, NZ, OM, PL, QA, RO, RS, SA, SI, SK, SM, TR, UA, YE"
Easy Rider,movie,"Adventure, Drama",1969.0,7.2,119575.0,"AZ, BY, MD, UA"
Interview with the Vampire,movie,"Drama, Fantasy, Horror",1994.0,7.5,358441.0,"AD, BE, FR, GF, LU, MC, PF"
Bridget Jones's Diary,movie,"Comedy, Drama, Romance",2001.0,6.8,271703.0,"AU, BE, CA, GB, GG, IE, NL"
Life Is Beautiful,movie,"Comedy, Drama, Romance",1997.0,8.6,766231.0,"IT, SM"
Boyz n the Hood,movie,"Crime, Drama",1991.0,7.8,159955.0,"AE, AZ, BE, BH, BY, CA, CY, DK, EE, EG, FI, GR, IL, IQ, IS, JP, KR, KW, LB, LT, LU, LV, LY, MD, MT, NL, NO, NZ, PL, PS, QA, SA, SE, TR, UA, US"
Troy,movie,"Adventure, Drama",2004.0,7.3,585970.0,"AD, ES, GB, GG, HR, IE, KR, PT"
Saw IV,movie,"Horror, Mystery, Thriller",2007.0,5.9,169534.0,"AL, AT, AU, AZ, BG, BR, BY, CA, CH, CZ, DE, DK, EE, FI, FJ, GR, HR, HU, IS, LT, LV, MD, ME, MK, NO, NZ, PL, RO, RS, SE, SI, SK, UA"
Central Station,movie,Drama,1998.0,8.0,44745.0,BR
Oldboy,movie,"Action, Drama, Mystery",2003.0,8.3,664189.0,"KR, US"
Harry Potter and the Sorcerer's Stone,movie,"Adventure, Family, Fantasy",2001.0,7.7,890621.0,"AT, AU, CH, DE, GB, GG, IE, IT, JP, LI, LU, SM"
Harry Potter and the Chamber of Secrets,movie,"Adventure, Family, Fantasy",2002.0,7.4,718276.0,"AT, AU, CH, DE, GB, GG, IE, IT, JP, LI, LU, SM"
Harry Potter and the Prisoner of Azkaban,movie,"Adventure, Family, Fantasy",2004.0,7.9,717915.0,"AT, AU, CH, DE, GB, GG, IE, IT, JP, LI, LU, SM"
Harry Potter and the Goblet of Fire,movie,"Adventure, Family, Fantasy",2005.0,7.7,706385.0,"AT, AU, CH, DE, GB, GG, IE, IT, JP, LI, LU, SM"
Harry Potter and the Order of the Phoenix,movie,"Action, Adventure, Family",2007.0,7.5,656413.0,"AT, AU, CH, DE, GB, GG, IE, IT, JP, LI, LU, SM"
Pulp Fiction,movie,"Crime, Drama",1994.0,8.9,2294777.0,"AD, AE, AG, AL, AO, AR, AU, AZ, BA, BB, BE, BG, BH, BO, BR, BY, BZ, CH, CI, CL, CM, CO, CR, CV, CZ, DK, DO, DZ, EC, EG, ES, FI, FJ, FR, GB, GF, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, KE, KR, KW, LB, LC, LI, LT, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TD, TH, TN, TR, TT, TZ, UA, UG, UY, VE, YE, ZA, ZM, ZW"
Meet the Fockers,movie,"Comedy, Romance",2004.0,6.3,292806.0,"CA, US"
The Piano,movie,"Drama, Music, Romance",1993.0,7.5,97331.0,"AU, FJ, NZ"
Together,movie,"Comedy, Drama, Romance",2000.0,7.4,24875.0,"DK, FI, NO, SE"
Top Gun,movie,"Action, Drama",1986.0,6.9,518991.0,"GB, GG, IE"
The Last Emperor,movie,"Biography, Drama, History",1987.0,7.7,114407.0,TW
Shaun of the Dead,movie,"Comedy, Horror",2004.0,7.9,612193.0,"AD, AE, AL, AZ, BA, BE, BG, BH, BY, CA, CH, CY, CZ, DK, DZ, EE, EG, ES, FI, FR, GB, GF, GG, GI, GR, HK, HR, HU, IE, IL, IQ, IS, IT, JO, JP, KR, KW, LB, LT, LU, LV, LY, MA, MC, MD, ME, MK, NO, OM, PF, PL, PS, PT, QA, RO, RS, SA, SE, SI, SK, TN, TR, TW, YE"
V for Vendetta,movie,"Action, Drama, Sci-Fi",2005.0,8.1,1204006.0,"IT, SM"
Monty Python and the Holy Grail,movie,"Adventure, Comedy, Fantasy",1975.0,8.2,582038.0,FR
The Evil Dead,movie,Horror,1981.0,7.4,240038.0,"AT, CH, DE, LI, LU"
Harry Potter and the Half-Blood Prince,movie,"Action, Adventure, Family",2009.0,7.6,617869.0,"AT, AU, CH, DE, GB, GG, IE, IT, JP, LI, LU, SM"
Goodfellas,movie,"Biography, Crime, Drama",1990.0,8.7,1302946.0,"BA, BE, BG, CH, CZ, FJ, HK, HR, HU, ID, IT, LI, MD, ME, MK, MY, PH, PK, PL, RO, RS, SG, SI, SK, SM, TH, TW"
Gandhi,movie,"Biography, Drama, History",1982.0,8.0,242564.0,TR
Kolya,movie,"Comedy, Drama, Music",1996.0,7.7,16480.0,"CZ, SK"
Mr. & Mrs. Smith,movie,"Action, Comedy, Crime",2005.0,6.5,558897.0,"AE, AL, AR, AU, AZ, BE, BG, BH, BO, BY, CL, CO, CR, CZ, DK, DO, EC, EE, EG, ES, FI, FR, GB, GF, GI, GT, HK, HN, HR, HU, ID, IE, IL, IQ, IS, IT, JO, JP, KW, LB, LT, LU, LV, MD, ME, MK, MT, MX, MY, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PL, PS, PT, PY, QA, RO, RS, SA, SE, SG, SI, SK, SM, SV, TH, TW, UA, US, UY, VE, YE"
Closely Watched Trains,movie,"Comedy, Drama, Romance",1966.0,7.6,14235.0,"CZ, SK"
The Fog,movie,"Horror, Mystery",2005.0,3.7,40014.0,"CA, IL, JP, KR, PL"
City of Angels,movie,"Drama, Fantasy, Romance",1998.0,6.7,130359.0,"AD, ES, PT"
Persona,movie,"Drama, Thriller",1966.0,8.0,134392.0,"DK, FI, NO, SE"
Se7en,movie,"Crime, Drama, Mystery",1995.0,8.6,1871460.0,"AD, BA, BG, CA, CZ, ES, FJ, HK, HR, HU, ID, IN, JP, KR, MD, ME, MK, MY, PH, PK, PL, PT, RO, RS, SG, SI, SK, TH, TW"
Austin Powers: International Man of Mystery,movie,"Adventure, Comedy",1997.0,7.0,263349.0,"IT, SM"
Austin Powers: The Spy Who Shagged Me,movie,"Action, Adventure, Comedy",1999.0,6.7,254096.0,BA
Underworld: Evolution,movie,"Action, Fantasy, Thriller",2006.0,6.7,212603.0,"FJ, HK, MY, SG, TW"
Barren Lives,movie,Drama,1963.0,7.5,3077.0,BR
Close Encounters of the Third Kind,movie,"Drama, Sci-Fi",1977.0,7.6,223101.0,"AZ, BY, MD, UA"
Dune,movie,"Action, Adventure, Sci-Fi",1984.0,6.3,184759.0,"AT, AU, DE, DK, FI, FJ, IS, LI, LU, NO, NZ, SE"
In the Mood for Love,movie,"Drama, Romance",2000.0,8.1,173165.0,KR
2046,movie,"Drama, Romance, Sci-Fi",2004.0,7.4,63095.0,KR
The Mask,movie,"Comedy, Crime, Fantasy",1994.0,7.0,438458.0,"AD, BA, BG, CA, CH, CZ, ES, FJ, HK, HR, HU, ID, IN, IT, JP, KR, MD, ME, MK, MY, PH, PK, PL, PT, RO, RS, SG, SI, SK, SM, TH, TW"
Black Hawk Down,movie,"Action, Drama, History",2001.0,7.7,433885.0,"AE, AL, AO, BA, BG, BH, CH, CI, CM, CV, CZ, DZ, EG, GH, GQ, HR, HU, IQ, IS, IT, JO, KE, KW, LB, LY, MA, MC, ME, MG, MK, ML, MT, MZ, NE, NG, OM, PS, QA, RO, RS, SA, SC, SI, SK, SM, SN, TN, TR, TZ, UG, YE, ZA, ZM, ZW"
Saving Private Ryan,movie,"Drama, War",1998.0,8.6,1545932.0,"AE, AG, AL, AO, AR, AT, AU, BA, BB, BE, BG, BH, BO, BR, BZ, CA, CH, CI, CL, CM, CO, CR, CV, CZ, DE, DK, DO, DZ, EC, EG, ES, FI, FJ, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IL, IN, IQ, IS, IT, JM, JO, KE, KR, KW, LB, LC, LI, LY, MA, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TD, TH, TN, TR, TT, TZ, UG, UY, VE, YE, ZA, ZM, ZW"
Sleepless in Seattle,movie,"Comedy, Drama, Romance",1993.0,6.8,196232.0,"DK, FI, LU, NL, NO, PL, SE"
The Running Man,movie,"Action, Sci-Fi, Thriller",1987.0,6.6,172455.0,"AZ, BY, LT, LV, TW, UA"
Tsotsi,movie,"Crime, Drama",2005.0,7.2,31879.0,"AO, CI, CM, CV, DZ, GH, GQ, KE, LY, MA, MG, ML, MU, MZ, NE, NG, SC, SN, TN, TZ, UG, ZA, ZM, ZW"
A Man for All Seasons,movie,"Biography, Drama, History",1966.0,7.7,38197.0,"AZ, BY, DZ, MD, UA"
Hook,movie,"Adventure, Comedy, Family",1991.0,6.8,279710.0,"AZ, BY, MD, UA"
The Flintstones,movie,"Comedy, Family, Fantasy",1994.0,5.0,88404.0,US
Cinderella Man,movie,"Biography, Drama, Romance",2005.0,8.0,202406.0,"AG, BM, BO, BS, BZ, CL, CO, CR, DK, DO, EC, GB, GG, GT, HN, IE, JM, KR, LC, MX, NO, PA, PE, PT, PY, SE, SV, TC, TW, US, UY"
Dawn of the Dead,movie,Horror,2004.0,7.2,278922.0,MD
Godzilla,movie,"Action, Sci-Fi, Thriller",1998.0,5.5,207316.0,"AZ, BY, IN, MD, NL, PK, PT, UA"
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,movie,"Comedy, War",1964.0,8.3,532570.0,LV
Lawrence of Arabia,movie,"Adventure, Biography, Drama",1962.0,8.3,324823.0,"AE, AZ, BH, BY, DZ, EE, EG, IN, IQ, JO, KW, LB, LT, LV, LY, MA, MD, OM, PK, PS, QA, SA, TN, UA, YE"
Halloween,movie,"Horror, Thriller",1978.0,7.7,319928.0,AG
Madagascar,movie,"Adventure, Animation, Comedy",2005.0,6.9,451665.0,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HN, HR, HU, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SI, SK, SM, SN, SV, TC, TN, TR, TT, TZ, UA, UG, UY, VE, YE, ZA, ZM, ZW"
Mission: Impossible,movie,"Action, Adventure, Thriller",1996.0,7.2,482381.0,"AD, AE, AG, AL, AO, AR, AT, AU, BA, BB, BE, BG, BH, BO, BR, BZ, CA, CH, CI, CL, CM, CO, CR, CV, CZ, DE, DK, DO, DZ, EC, EG, ES, FI, FJ, FR, GB, GF, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, KE, KR, KW, LB, LC, LI, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TZ, UG, UY, VE, YE, ZA, ZM, ZW"
Mission: Impossible II,movie,"Action, Adventure, Thriller",2000.0,6.1,386775.0,"AD, AE, AG, AL, AO, AR, AT, AU, BA, BB, BE, BG, BH, BO, BR, BZ, CA, CH, CI, CL, CM, CO, CR, CV, CZ, DE, DK, DO, DZ, EC, EG, ES, FI, FJ, FR, GB, GF, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, KE, KR, KW, LB, LC, LI, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TZ, UG, UY, VE, YE, ZA, ZM, ZW"
Mission: Impossible III,movie,"Action, Adventure, Thriller",2006.0,6.9,399558.0,"AE, AG, AL, AO, AR, AT, AU, BA, BB, BE, BG, BH, BO, BR, BZ, CH, CI, CL, CM, CO, CR, CV, CZ, DE, DK, DO, DZ, EC, EG, ES, FI, FJ, GB, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, KE, KR, KW, LB, LC, LI, LY, MA, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, OM, PA, PE, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TZ, UG, UY, VE, YE, ZA, ZM, ZW"
Seven Years in Tibet,movie,"Adventure, Biography, Drama",1997.0,7.1,160038.0,"AL, BA, BG, CA, CH, CZ, FJ, HK, HR, HU, ID, IL, IS, IT, LU, MC, ME, MK, MT, MY, NL, NZ, PH, PL, PS, RO, RS, SG, SI, SK, SM, TH, TW, US"
Irreversible,movie,"Crime, Drama, Mystery",2002.0,7.3,152602.0,KR
Whale Rider,movie,"Drama, Family",2002.0,7.5,44551.0,"AU, FJ, NZ"
Point Break,movie,"Action, Crime, Thriller",1991.0,7.3,210404.0,KR
The Thirteenth Floor,movie,"Mystery, Sci-Fi, Thriller",1999.0,7.0,79077.0,KR
The Prestige,movie,"Drama, Mystery, Sci-Fi",2006.0,8.5,1489904.0,"AD, AG, BA, BB, BM, BS, BY, BZ, CH, CI, CM, CU, CV, CY, ES, GH, IT, LC, LY, MC, MD, ME, MG, ML, MZ, NE, NG, PF, PS, PT, QA, RS, SK, SM, SN, TC, TR, TT, TZ, UG, YE, ZM, ZW"
Dreamgirls,movie,"Drama, Musical",2006.0,6.6,78449.0,"AZ, BY, LT, LV, UA"
Babel,movie,Drama,2006.0,7.5,321649.0,"AG, AR, AU, BB, BO, BR, BZ, CA, CL, CO, CR, DO, EC, ES, GB, GI, GT, HN, IE, JM, LC, MX, NI, NZ, PA, PE, PY, SV, TC, TT, UY, VE"
The Queen,movie,"Biography, Drama",2006.0,7.3,117150.0,"CA, KR"
The Talented Mr. Ripley,movie,"Crime, Drama, Thriller",1999.0,7.4,257937.0,JP
The Remains of the Day,movie,"Drama, Romance",1993.0,7.8,87492.0,"AZ, BY, CY, DZ, EE, GR, IN, JP, LT, LV, MD, MT, PK, PL, PT, TR, UA"
The Good Shepherd,movie,"Drama, History, Thriller",2006.0,6.7,109906.0,US
Ghost Rider,movie,"Action, Fantasy, Thriller",2007.0,5.3,258218.0,"AE, AG, AL, AR, AU, BA, BB, BG, BH, BM, BO, BR, BS, BZ, CL, CO, CR, CU, CZ, DO, EC, EG, FJ, GT, HK, HN, HR, HU, ID, IQ, JM, JO, JP, KR, KW, LB, LC, LY, ME, MK, MT, MX, MY, NI, NZ, OM, PA, PE, PH, PL, PS, PY, QA, RO, RS, SA, SG, SI, SK, SV, TC, TH, TT, TW, UY, VE, YE"
Letters from Iwo Jima,movie,"Action, Adventure, Drama",2006.0,7.8,172625.0,"CH, IT, JP, SM"
"Don't Worry, I'm Fine",movie,Drama,2006.0,7.3,11487.0,"BG, EE, GR, HR, IS, LT, LV, PT, RO, SI"
The Host,movie,"Drama, Horror, Sci-Fi",2006.0,7.1,136219.0,"KR, PS"
Bridge to Terabithia,movie,"Drama, Family, Fantasy",2007.0,7.2,179299.0,"IT, MC, MT, SM"
Mr. Bean's Holiday,movie,"Comedy, Family",2007.0,6.4,136996.0,"AD, AL, AT, AZ, BA, BE, BG, BY, CH, CY, CZ, DE, DK, EE, ES, FI, FR, GF, GR, HR, HU, IS, IT, LT, LU, LV, MC, MD, ME, MK, NL, NO, PF, PL, PT, RO, RS, SE, SI, SK, TR, TZ"
300,movie,"Action, Drama",2006.0,7.6,882128.0,"AD, BA, BE, BG, CH, CY, CZ, ES, FR, GF, GR, HR, HU, IN, IT, KR, LU, MC, MD, ME, MK, PF, PL, PT, RO, RS, SI, SK, SM, TR"
TMNT,movie,"Action, Adventure, Animation",2007.0,6.2,70372.0,"AU, FJ, ID, MY, NZ, PH, SG, TH"
3-Iron,movie,"Crime, Drama, Romance",2004.0,7.9,59406.0,KR
"Torrente, the Dumb Arm of the Law",movie,"Comedy, Crime",1998.0,6.8,13981.0,ES
Torrente 2: Mission in Marbella,movie,"Action, Comedy, Crime",2001.0,6.4,8163.0,ES
Torrente 3: El protector,movie,"Comedy, Crime",2005.0,5.6,6441.0,ES
Four Minutes,movie,"Drama, Music",2006.0,7.3,7567.0,"AT, CH, DE"
American Psycho,movie,"Crime, Drama, Horror",2000.0,7.6,759926.0,"AL, AT, AU, AZ, BG, BY, CA, CZ, DE, EE, ES, FJ, GB, GG, GI, GR, HR, HU, IE, IT, LI, LT, LU, LV, MC, MD, ME, MK, MT, NZ, PL, PT, RO, RS, SI, SK, SM, UA"
Sex and Lucía,movie,"Drama, Romance",2001.0,7.0,39453.0,ES
Monster's Ball,movie,"Drama, Romance",2001.0,7.0,95676.0,"IT, MC, MT, SM"
First Blood,movie,"Action, Adventure, Thriller",1982.0,7.7,284949.0,"AR, BO, BR, BZ, CA, CL, CO, CR, EC, GT, HN, MX, NI, PA, PE, PY, SV, UY, VE"
Rambo: First Blood Part II,movie,"Action, Adventure, Thriller",1985.0,6.5,187432.0,"AR, BO, BR, BZ, CL, CO, CR, EC, GT, HN, MX, NI, PA, PE, PY, SV, UY, VE"
Rambo III,movie,"Action, Adventure, Thriller",1988.0,5.8,143521.0,"AR, BO, BR, BZ, CL, CO, CR, EC, GT, HN, MX, NI, PA, PE, PY, SV, UY, VE"
Blood Diamond,movie,"Adventure, Drama, Thriller",2006.0,8.0,600510.0,"AD, AT, CH, CY, DE, ES, GB, GG, IE, IT, JP, KR, LI, LU, PT, SM, TR"
Y tu mamá también,movie,Drama,2001.0,7.7,131906.0,"AD, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BM, BO, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, EC, EE, ES, FJ, GB, GG, GH, GI, GQ, GT, HN, HR, HU, ID, IE, IL, IN, IS, JM, JO, JP, KE, LC, LI, LT, LV, MA, MC, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NZ, PA, PE, PH, PK, PL, PS, PY, RO, RS, SA, SC, SE, SG, SI, SK, SN, SV, TC, TH, TN, TR, TT, TZ, UG, US, UY, VE, YE, ZA, ZM, ZW"
The Pursuit of Happyness,movie,"Biography, Drama",2006.0,8.0,581188.0,"AD, AG, AO, AR, BB, BE, BM, BO, BR, BS, BZ, CI, CL, CM, CO, CR, CU, CV, DK, DO, EC, ES, FI, FJ, GH, GQ, GT, HK, HN, ID, IL, JM, JP, KE, KR, LC, LU, MG, ML, MX, MY, MZ, NE, NG, NI, NL, NO, PA, PE, PH, PL, PT, PY, SC, SE, SG, SN, SV, TC, TD, TH, TT, TW, TZ, UG, UY, VE, ZA, ZM, ZW"
Cutthroat Island,movie,"Action, Adventure, Comedy",1995.0,5.7,31518.0,CA
"Sex, Lies, and Videotape",movie,Drama,1989.0,7.2,61126.0,"AZ, BY, FJ, HK, ID, IN, MD, MY, PH, SG, TH, TW, UA"
Pan's Labyrinth,movie,"Drama, Fantasy, War",2006.0,8.2,717662.0,KR
Take My Eyes,movie,"Drama, Romance",2003.0,7.4,7638.0,ES
The Departed,movie,"Crime, Drama, Thriller",2006.0,8.5,1465728.0,"AD, AU, ES, JP, NZ, PT"
Perfume: The Story of a Murderer,movie,"Crime, Drama, Fantasy",2006.0,7.5,270703.0,"AE, AO, AT, BH, CH, CI, CM, DE, EG, GH, GQ, ID, IQ, JO, KE, KR, KW, LB, LI, LU, LY, MY, MZ, NE, NG, OM, PH, QA, SA, SC, SG, SN, TH, TR, TZ, UG, YE, ZA, ZM, ZW"
Once Upon a Time in Mexico,movie,"Action, Crime, Thriller",2003.0,6.3,172594.0,"IS, PT"
Little Children,movie,"Drama, Romance",2006.0,7.5,118735.0,"AD, ES, PT"
The Virgin Suicides,movie,"Drama, Romance",1999.0,7.2,175864.0,"AD, AE, AL, AZ, BA, BG, BH, BY, CH, CY, CZ, DK, EE, EG, ES, FI, FR, GF, GR, HK, HR, HU, IL, IQ, IS, IT, JO, KR, KW, LB, LT, LV, LY, MA, MC, MD, ME, MK, NO, OM, PF, PL, PS, PT, QA, RO, RS, SA, SE, SI, SK, TN, TR, TW, YE"
Hellboy,movie,"Action, Adventure, Fantasy",2004.0,6.9,358506.0,"AD, AG, AR, BB, BE, BM, BO, BR, BS, BZ, CH, CL, CO, CR, CU, DK, DO, DZ, EC, ES, FI, FJ, FR, GF, GT, HK, HN, ID, IS, JM, JP, KR, LC, LU, MA, MC, MU, MX, MY, NI, NO, PA, PE, PF, PH, PY, SE, SG, SV, TC, TH, TN, TR, TT, TW, UY, VE"
Miss Congeniality,movie,"Action, Comedy, Crime",2000.0,6.3,236813.0,"CA, JP, KR"
Curse of the Golden Flower,movie,"Action, Drama, Romance",2006.0,7.0,46511.0,"KR, TW"
Spy Game,movie,"Action, Crime, Thriller",2001.0,7.1,171131.0,KR
Changing Lanes,movie,"Drama, Thriller",2002.0,6.5,75716.0,"AG, AO, AR, AU, BB, BO, BR, BZ, CI, CL, CM, CO, CR, CV, DO, EC, GB, GH, GI, GQ, GT, HN, IE, JM, KE, LC, MG, ML, MX, MZ, NE, NG, NI, NZ, PA, PE, PY, SC, SN, SV, TC, TT, TZ, UG, UY, VE, ZA, ZM, ZW"
The Lost Boys,movie,"Comedy, Horror",1987.0,7.2,167575.0,BE
The Spanish Apartment,movie,"Comedy, Drama, Romance",2002.0,7.3,43241.0,"EE, HR, LI, LT, LV, SI"
Resident Evil,movie,"Action, Horror, Sci-Fi",2002.0,6.6,296189.0,"AE, AG, AO, AR, AT, BB, BH, BM, BO, BR, BS, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, DE, DO, DZ, EC, EG, FJ, GH, GQ, GT, HK, HN, ID, IQ, JM, JO, JP, KE, KW, LB, LC, LI, LU, LY, MA, MG, ML, MT, MX, MY, MZ, NE, NG, NI, OM, PA, PE, PH, PS, PY, QA, SA, SC, SG, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UG, UY, VE, YE, ZA, ZM, ZW"
